Be_Se,0.147918,Be,Se,4.006145,4.14394,4.14394,4.550569,6.400131,4.89331,5.377573,5.45624,5.45624,4
Ca_Se,0.116829,Ca,Se,1.808248,0.7297150000000001,1.954045,2.2566170000000003,4.106179,2.599358,3.083621,3.162288,3.162288,4
Cs_Br,0.154029,Cs,Br,0.981429,0.487158,1.060944,0.745899,1.810638,1.172689,1.7051249999999998,1.960894,1.960895,4
Sr_Se,0.109472,Sr,Se,1.549414,0.678491,1.687498,1.96041,3.809972,2.303151,2.787414,2.866081,2.866081,4
Be_S,0.197292,Be,S,4.006145,4.14394,4.14394,4.579453,5.602148,4.907103,5.383853,5.58715,5.58715,4
Ca_Te,0.11102,Ca,Te,1.808248,0.7297150000000001,1.954045,2.240015,3.248133,2.530355,2.9104080000000003,3.007397,3.0073990000000004,4
Mg_O,0.067551,Mg,O,2.986702,1.2235269999999998,3.179032,3.609062,5.166651,4.10997,4.804211,5.87823,5.878235,4
Ba_S,0.128681,Ba,S,1.264482,0.5556979999999999,1.389979,1.6584059999999998,2.681101,1.986056,2.462806,2.666103,2.666103,4
Cs_Cl,0.162753,Cs,Cl,0.981429,0.487158,1.060944,0.75871,2.510374,1.180024,1.742286,1.908081,1.908085,4
Li_Br,0.153558,Li,Br,1.97743,2.067062,2.067062,1.789957,2.854696,2.216747,2.749183,3.0049520000000003,3.004953,4
Ca_O,0.145589,Ca,O,1.808248,0.7297150000000001,1.954045,2.334559,3.892148,2.8354670000000004,3.5297080000000003,4.603727,4.603732,4
Rb_F,0.181525,Rb,F,1.170768,0.591516,1.262311,0.8067040000000001,2.863624,1.475497,2.24807,3.501358,3.501377,4
Mg_S,0.094081,Mg,S,2.986702,1.2235269999999998,3.179032,3.560004,4.582699,3.887654,4.364404,4.567701,4.567701,4
Be_Te,0.134789,Be,Te,4.006145,4.14394,4.14394,4.5339670000000005,5.542085,4.824307,5.20436,5.301349,5.301351,4
K_F,0.185248,K,F,1.319421,0.6207099999999999,1.409974,0.958333,3.015253,1.627126,2.399699,3.652987,3.653006,4
Sr_Te,0.107467,Sr,Te,1.549414,0.678491,1.687498,1.943808,2.9519260000000003,2.234148,2.614201,2.71119,2.711192,4
Na_F,0.143168,Na,F,2.124184,1.046237,2.24027,1.797617,3.854537,2.46641,3.238983,4.492271000000001,4.492290000000001,4
Na_Br,0.125877,Na,Br,2.124184,1.046237,2.24027,1.9507,3.015439,2.37749,2.909926,3.1656950000000004,3.165696,4
Cs_F,0.197912,Cs,F,0.981429,0.487158,1.060944,0.592816,2.649736,1.261609,2.034182,3.28747,3.287489,4
Ba_O,0.142058,Ba,O,1.264482,0.5556979999999999,1.389979,1.707464,3.265053,2.208372,2.902613,3.976632,3.976637,4
Ca_S,0.135966,Ca,S,1.808248,0.7297150000000001,1.954045,2.285501,3.308196,2.613151,3.089901,3.2931980000000003,3.2931980000000003,4
Cs_I,0.13498,Cs,I,0.981429,0.487158,1.060944,0.8039099999999999,4.383714,1.156979,1.588531,1.6457609999999998,1.6457639999999998,4
Na_I,0.112526,Na,I,2.124184,1.046237,2.24027,2.008711,5.588515,2.36178,2.7933320000000004,2.850562,2.850565,4
Sr_O,0.125574,Sr,O,1.549414,0.678491,1.687498,2.038352,3.595941,2.53926,3.233501,4.30752,4.307525,4
Rb_Cl,0.158612,Rb,Cl,1.170768,0.591516,1.262311,0.972598,2.724262,1.393912,1.956174,2.121969,2.121973,4
Li_F,0.207007,Li,F,1.97743,2.067062,2.067062,1.636874,3.693794,2.305667,3.07824,4.3315280000000005,4.3315470000000005,4
K_I,0.128876,K,I,1.319421,0.6207099999999999,1.409974,1.169427,4.749231,1.5224959999999998,1.954048,2.011278,2.011281,4
K_Cl,0.159541,K,Cl,1.319421,0.6207099999999999,1.409974,1.124227,2.875891,1.545541,2.107803,2.273598,2.273602,4
Rb_I,0.128404,Rb,I,1.170768,0.591516,1.262311,1.017798,4.597602,1.370867,1.802419,1.859649,1.859652,4
Na_Cl,0.139815,Na,Cl,2.124184,1.046237,2.24027,1.963511,3.715175,2.384825,2.947087,3.112882,3.112886,4
Ba_Se,0.116581,Ba,Se,1.264482,0.5556979999999999,1.389979,1.629522,3.479084,1.972263,2.456526,2.535193,2.535193,4
