Ag_Br,1.361583000000
Ag_Cl,2.068887000000
Ag_F,16.991500000000
Ag_I,6.310273000000
Al_As,3.815183000000
Al_N,2.364249000000
Al_P,1.781274000000
Al_Sb,3.655922000000
Au_Br,10.121461000000
Au_Cl,10.947073000000
Au_F,16.033688000000
Au_I,7.962622000000
B_As,6.077644000000
B_N,3.788639000000
B_P,3.355199000000
B_Sb,5.759546000000
Ba_O,1.722239000000
Ba_S,1.587504000000
Ba_Se,1.426375000000
Ba_Te,1.158740000000
Be_O,4.730767000000
Be_S,3.053132000000
Be_Se,2.094537000000
Be_Te,1.831665000000
Ca_O,3.057026000000
Ca_S,2.184100000000
Ca_Se,1.956012000000
Ca_Te,1.657962000000
Cd_O,14.970828000000
Cd_S,7.721637000000
Cd_Se,7.208098000000
Cd_Te,5.858184000000
Cs_Br,3.706223000000
Cs_Cl,4.504390000000
Cs_F,5.149052000000
Cs_I,3.761095000000
Cu_Br,7.661156000000
Cu_Cl,8.085072000000
Cu_F,15.375322000000
Cu_I,5.839599000000
Ga_As,5.410461000000
Ga_N,11.142469000000
Ga_P,5.182373000000
Ga_Sb,4.619520000000
Hg_O,15.853249000000
Hg_S,8.689650000000
Hg_Se,8.057935000000
Hg_Te,6.521562000000
In_As,5.620825000000
In_N,11.061888000000
In_P,5.585005000000
In_Sb,4.713394000000
K_Br,3.063296000000
K_Cl,3.979985000000
K_F,4.217156000000
K_I,3.568836000000
Li_Br,3.864372000000
Li_Cl,5.161530000000
Li_F,7.687528000000
Li_I,3.137319000000
Mg_O,3.199709000000
Mg_S,2.126282000000
Mg_Se,4.320494000000
Mg_Te,3.424256000000
Na_Br,3.166668000000
Na_Cl,4.373883000000
Na_F,4.615133000000
Na_I,2.864108000000
Rb_Br,2.993554000000
Rb_Cl,3.759803000000
Rb_F,4.036273000000
Rb_I,3.552502000000
Sr_O,2.821528000000
Sr_S,2.212208000000
Sr_Se,1.997772000000
Sr_Te,1.632642000000
Tl_As,6.222947000000
Tl_N,12.112124000000
Tl_P,6.280855000000
Tl_Sb,5.152004000000
Zn_O,14.975714000000
Zn_S,6.811126000000
Zn_Se,6.912391000000
Zn_Te,5.562495000000
